tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
1,221.943887,1.065023,-28.082,18.018,3.5771891,3.0669978,15679.3921242,13.5073506,545.3337575,1232.4955082,12.1159,392.791,5849.09,4.40819,1.06358
1,217.326648,-3.444499,-19.053,0.345,4.0548695,2.8063409,23163.2926161,15.5446864,316.3120227,1075.5947516,11.3763,213.982,5326.6,4.38933,1.01342
1,222.210077,22.152614,-51.908,16.02,3.5061649,1.6009658,18379.4360484,12.8576195,174.9015383,927.5090521,10.5319,100.848,4906.0,4.56858,0.771086
1,47.384187,-34.198481,-5.565,-89.146,119.3355264,6.863,2400.0,5.11487,3.83692,389.0,10.6691,165.393,5516.0,4.48,0.94
1,221.058269,5.605373,13.65,-4.688,3.3575477,1.788,26240.0,12.6518,101.253,883.0,12.9463,306.779,5013.0,4.61,0.75
1,227.215497,2.343286,-16.713,-8.702,2.3409909,2.5,12040.0,15.4992,934.465,1540.0,11.0062,322.114,6090.0,4.23,1.35
1,266.9231,47.705049,-0.8,65.114,2.9479689,1.584,24090.0,9.41494,27.6969,639.0,14.2085,226.318,3588.0,4.67,0.58
1,115.102779,-42.154663,6.317,-3.068,6.5562078,2.314,2970.0,8.40415,99.2324,879.0,9.4727,156.226,6845.0,4.36113,1.47
0,242.15447,19.253248,6.252,-29.901,2.2232698,0.648,31700.0,9.36074,5.11732,419.0,14.2399,100.029,3157.0,4.87,0.36
0,255.456895,14.707465,-17.019,-47.146,3.1291319,1.993,680.0,4.10795,516.613,1328.0,9.83993,222.812,6236.0,4.13,1.57
1,169.824869,44.989078,47.358,-15.646,3.7711066,2.3375061,1647.6730314,3.3409641,125.0643329,852.9098252,10.6147,89.637,4590.0,4.5426,0.757521
1,135.344358,6.097083,-2.911,-33.389,4.6418435,3.8566772,7525.447523,12.6031793,684.0972603,1304.3652267,11.5598,405.238,5743.0,4.14093,1.41374
1,208.458732,52.602763,108.488,-19.401,10.4419896,1.714349,3992.4372644,1.8605473,2.4111217,317.8151042,12.7022,40.8668,3271.0,4.93417,0.292425
1,170.313577,25.273294,-350.367,-91.492,1.4344602,0.9348877,1028.2187852,1.393219,53.970737,691.2885073,11.6196,35.8256,3421.0,4.85368,0.37103
1,123.39505,68.57459,-44.62,-50.059,5.4911302,1.9062098,448.451647,2.430675,337.3312542,1093.0345624,9.16067,108.848,5874.0,4.37711,1.10649
1,144.926859,-28.5856,-2.206,-4.094,3.3023907,5.1743599,8027.6122024,17.8079912,2236.5715968,1753.9429007,12.4257,861.843,6071.0,3.93311,1.91031
0,278.191584,18.146175,-0.294,-11.645,3.965824,2.911,680.0,7.03413,624.031,1392.0,10.042,438.137,6199.0,3.62,2.8
0,142.378244,50.963802,-67.76,-196.425,711.7642825,3.4176443,20978.1367866,12.6338972,2.4542117,319.2256315,10.5295,85.5353,4661.56,4.57751,0.732648
1,148.37832,35.570548,-87.855,-177.216,0.5734766,0.9004508,818.3903403,1.4969531,225.4185164,988.2507357,10.7818,28.5321,3466.0,4.80761,0.420908
0,127.99531,-16.885121,12.89,-46.863,19.3721051,3.0859149,3219.5594645,17.4598301,233.1335405,996.6001297,8.77728,181.987,6529.0,4.00314,1.88186
1,144.875105,-20.982419,-55.082,10.927,5.4435354,3.5,3219.0,7.30242,402.866,1248.0,8.86849,114.173,6313.0,4.32632,1.25
0,270.736094,20.069409,9.094,12.576,1.7548863,1.314,2620.0,5.83196,397.807,1244.0,11.5578,278.969,5589.0,4.37,1.08
1,140.506316,-23.946102,-15.834,15.197,2.0528684,2.6201128,8982.0803562,17.6267405,3140.923774,1909.3436393,12.3368,730.933,6010.0,4.13259,1.70948
0,293.330825,29.299805,-11.751,-24.846,8.6800186,2.41,870.0,5.59572,106.576,895.0,9.96017,309.386,6521.0,4.02,1.86
1,293.322326,30.704247,-0.84,0.436,12.7791964,5.242,3008.0,6.85813,374.462,1225.0,9.77301,192.475,6280.0,4.28,1.33
0,290.80532,11.979134,3.874,-66.12,3.1072375,4.485,737.0,5.27608,24167.8,3473.0,9.77017,174.979,6030.0,4.25,1.31
0,297.923094,2.519482,29.772,-2.327,2.2906144,1.949,1390.0,4.657,638.802,1400.0,10.4519,198.263,5651.0,4.27,1.22
1,297.322652,4.672412,-3.279,-6.392,2.6940348,4.1073512,11715.9037129,18.2513755,2485.0720832,1800.7544523,10.5523,348.185,6479.0,4.1239,1.65082
1,298.395244,47.814986,-3.778,-6.365,1.4857148,2.3275852,21303.5958289,14.8585448,1530.9037436,1595.3527336,13.6414,720.753,5781.0,4.44616,1.01034
1,304.868782,-7.54766,12.44,-29.672,6.1406882,3.3861325,2627.6198191,5.4273017,240.6726137,1004.561242,10.1872,156.53,5708.0,4.4,1.05042
1,291.777046,1.383663,-3.409,-10.936,1.7430143,2.2872101,32205.6970804,16.9227097,932.907623,1409.5465081,11.6659,213.283,5529.0,4.48157,0.937741
1,307.725559,6.429331,5.936,-48.279,2.152163,1.7531966,16986.633013,11.9994427,473.405643,1189.674375,10.9984,153.242,5147.0,4.51349,0.85467
1,306.123908,16.762146,13.263,-5.412,1.2129139,2.1862785,14617.2679583,14.1049577,2796.2341961,1854.6550022,11.734,364.813,5918.23,4.34796,1.15176
1,301.630179,15.989142,177.635,244.205,4.1645448,1.5725422,2612.2397484,1.9881393,13.3265301,487.3029274,11.1798,27.8123,3521.0,4.8805,0.343358
1,305.065546,-7.411924,51.783,-52.566,2.6282606,1.2408211,731.2082684,2.8331017,274.1629769,1037.8197981,8.6133,42.9052,4821.0,4.51,0.817034
1,303.1668,-2.144437,-132.759,-50.429,3.067816,2.1103325,34536.7848173,11.7996868,72.441983,744.0760606,10.3622,49.7876,3965.0,4.62,0.636572
1,304.207992,3.293949,27.196,-15.319,2.7161298,3.5299033,14527.4470152,14.5541659,1034.0911042,1446.303543,11.8886,398.505,5962.0,4.32795,1.18678
1,327.24875,6.278178,43.77,-37.309,5.3829728,1.382,1078.0,3.5038,73.722,816.0,9.937,84.0126,5134.0,4.61,0.76
0,330.671188,11.991029,14.211,-18.094,1.7615631,1.171,1050.0,6.69058,636.482,1399.0,9.78095,263.608,6270.7,3.94,1.95
1,327.570011,4.194573,26.43,2.87,10.1466193,5.519,8161.0,11.2199,212.215,1063.0,10.4106,194.333,5660.0,4.27,1.22
1,327.570011,4.194573,26.43,2.87,,5.935,5553.0,8.79039,156.203,984.0,10.4106,194.333,5660.0,4.27,1.22
1,313.687293,9.179069,-6.192,-4.954,3.8993831,5.1857347,6492.4843324,15.2636582,1703.2412549,1638.4711226,11.5352,568.42,6152.0,3.96619,1.86222
1,322.377799,21.474527,-10.357,-89.83,15.6146058,5.8168055,467.1437307,3.0272584,126.863222,855.9604214,8.0581,80.7542,5809.0,4.17404,1.3820699
1,315.90549,11.989367,4.218,-6.154,2.6052674,4.24521,11139.9639243,17.8543699,2114.8556223,1729.5771164,12.5375,738.519,5916.0,4.02617,1.66978
0,127.128062,-28.359254,-7.079,2.863,3.7442007,3.5004762,803.2627817,18.117379,38392.1562998,3570.099957,9.3994,900.651,9988.0,3.59,4.23822
1,315.531949,7.056279,-9.074,5.683,3.9156848,3.584776,6668.8007799,16.7083729,1704.493923,1638.7722976,11.07,466.433,6228.0,3.98845,1.83823
1,317.551526,10.738897,-5.719,5.379,2.1425095,5.163,7961.0,21.3705,38711.5,3907.0,8.08821,182.273,7893.0,4.105,2.02
1,327.665695,10.462939,-5.753,-8.546,1.5487245,2.8258531,9869.0318921,14.506178,2978.2047666,1884.119256,12.0671,523.337,5887.35,4.16889,1.41021
1,315.025966,-5.094857,33.676,-93.436,3.8681492,2.1610195,17259.9935362,12.2658903,180.5563786,934.9167883,8.8628,49.9605,4746.0,4.4323,0.877591
1,296.393195,45.568533,2.16,-6.358,3.8555897,3.2379644,16813.9237374,13.9654622,456.1749634,1178.6981748,14.8018,1257.16,5741.0,4.40631,1.05268
0,282.101495,15.49419,-3.182,-18.668,2.8465928,2.664,2110.0,8.8779,536.42,1340.0,11.8512,487.216,5308.0,3.82,1.94
0,286.031721,17.003203,0.681,-3.812,2.5411063,3.491,8720.0,16.4931,2348.06,1939.0,12.3367,730.258,6657.0,4.08,1.78
0,137.518351,-43.924957,-12.929,5.373,1.2622658,1.7829162,3711.7152579,28.2499512,60333.0433838,3997.2246581,9.1103,436.431,9255.0,3.88,2.9098899
0,304.882706,-8.298523,21.376,-37.573,3.9997367,0.384,7460.0,13.8899,3.03288,367.0,10.9951,64.193,3827.0,4.62,0.64
0,294.008142,32.214606,31.57,10.179,2.4710528,3.033,5420.0,12.1002,5313.3,2378.0,12.3924,438.754,6114.0,4.52,0.97
0,118.913661,-37.857713,3.033,-2.667,22.6384642,4.988,4982.0,28.0326,636.099,1399.0,8.2268,253.02,9511.0,4.05,2.42
0,285.062239,34.258278,1.283,-0.862,5.3194765,4.653,3640.0,15.9815,1271.35,1663.0,12.0997,1276.28,6987.0,3.77,2.66
0,311.306229,12.167609,9.033,-2.139,3.8421028,1.184,8920.0,13.2581,120.549,923.0,11.1838,356.406,6247.0,4.28,1.32
0,303.667055,30.776057,22.136,-4.718,1.109435,2.723,27240.0,10.2843,1164.27,1627.0,14.9156,254.311,3613.0,4.75,0.49
0,130.395919,-22.194298,-25.241,6.479,8.044239,5.3289306,4937.505363,15.1761031,3094.0780065,1902.1841748,7.81307,210.139,9333.0,,2.0411401
0,301.080672,32.50162,3.752,13.328,9.7216312,3.272,1830.0,7.28362,176.156,1014.0,10.6372,387.926,6702.0,4.13,1.7
1,311.888638,34.737492,-14.123,-17.042,7.1487697,6.864,1900.0,14.1861,4792.5,2317.0,10.6338,416.104,5706.0,3.7,2.35
0,306.988834,37.146334,-2.162,-4.982,0.9655766,1.224,3140.0,11.5845,3796.11,2186.0,12.3886,832.543,7542.0,4.11,1.92
0,302.761752,19.706749,-7.444,-9.412,6.3989216,2.781,3830.0,10.6347,280.377,1139.0,12.4276,726.81,6243.0,4.12,1.59
0,127.222618,-20.950461,-0.602,-15.152,2.5183846,2.1596206,616.0227482,21.1354407,30104.8834446,3359.5335853,6.725,390.393,10817.0,,5.7888398
0,309.343258,6.152848,7.265,-1.6,1.9447712,1.345,2880.0,13.5597,425.174,1265.0,11.6866,593.047,5369.0,3.68,2.32
0,315.252899,29.702279,-12.419,-15.77,0.7835688,1.095,7440.0,11.8563,1710.79,1791.0,12.935,675.895,5932.0,4.26,1.28
0,132.068717,-47.114757,,,18.90372,9.067,24270.0,,,,10.441,,,,
0,300.768857,50.507747,-6.544,-4.755,5.555905,3.459,3750.0,11.9323,409.941,1253.0,12.5454,853.753,5867.0,3.88,1.95
0,303.89385,24.521157,0.49,-9.983,2.4515393,3.005,7520.0,11.6029,3082.85,2075.0,13.0008,841.296,7143.0,4.4,1.32
0,123.581899,-34.819322,-5.871,4.795,8.4915117,6.035,40640.0,87.0155,2278.83,1924.0,10.1749,1219.08,9365.0,4.08,4.18
0,297.982441,42.754529,2.177,-1.418,17.2182695,7.888,4810.0,8.64247,236.125,1092.0,13.4177,932.309,6330.0,4.31,1.29
0,314.751697,47.54196,-35.412,32.729,12.5482879,3.396,49260.0,13.0082,8.90508,481.0,14.3196,273.689,3923.0,4.66,0.59
0,125.557166,-25.06947,4.836,-7.165,10.4137962,3.482,1948.0,8.3814,131.058,942.0,10.1985,358.441,6439.3,4.12,1.97
0,312.86048,2.616271,10.154,-2.905,15.4159906,2.127,4500.0,10.5168,18.6278,578.0,11.499,453.294,6120.0,4.12,1.56
0,314.494487,19.27883,-1.735,-1.282,6.2043746,5.957,4380.0,14.9548,911.223,1530.0,11.429,707.092,6122.0,3.71,2.49
0,118.059584,-29.714072,2.801,-9.729,13.9086,2.987,4760.0,37.5946,,,10.1078,382.898,6333.0,3.81,2.29
0,312.075178,47.930643,-8.321,7.397,2.8534013,5.176,15830.0,11.4232,961.087,1551.0,14.1736,196.44,3662.0,4.72,0.52
0,317.541024,38.239559,-5.906,-5.905,1.6540803,2.008,3460.0,15.2145,2118.23,1889.0,11.7528,799.123,6453.0,3.76,2.51
0,109.783542,-59.302042,-4.84,7.583,7.64348,2.772,560.0,6.82171,170.804,1007.0,9.9959,432.642,6258.1,3.59,2.94
0,312.029841,43.938698,-1.416,-2.85,10.7004569,1.281,2409.0,13.1568,51.9069,747.0,9.41809,339.255,6906.0,3.84,2.44
1,335.51292,45.457342,8.962,-5.41,4.4571444,6.1089711,7175.6801891,18.031156,1747.4150659,1648.9928347,10.9726,464.469,6074.0,3.85122,2.09465
0,122.068635,-35.559433,-1.863,13.133,1.5136003,2.4400695,745.1393405,8.3090193,14144.8668844,2781.4385255,9.9071,388.682,6017.0,3.55,2.93328
1,343.041493,35.447178,74.747,15.048,3.076329,3.9016058,9490.8396842,14.2287485,1519.96446,1592.4951117,9.7758,211.553,6401.79,4.23563,1.4311
0,341.769762,29.851994,456.903,-57.725,1.9261183,1.068842,3853.8831363,4.8624405,395.0450985,1137.0548605,10.9417,127.29,5383.13,4.7447,0.678984
1,347.492802,18.39616,17.598,18.867,4.3226229,3.3699025,11939.7472843,15.1546943,705.0438271,1314.2372675,10.9644,258.426,5924.0,4.21239,1.3475699
0,336.147609,16.878856,-28.915,-48.469,3.5381039,2.441937,11844.6534836,12.0728557,591.3277978,1257.6993121,10.5332,202.773,6084.0,4.45887,1.0424401
1,349.622955,24.889277,-33.729,-2.522,7.9192605,2.5053873,21472.3061237,11.5285264,38.0328101,633.3727192,11.5549,115.936,4302.0,4.5054,0.758608
0,133.457963,-48.81268,41.829,-20.217,6.5197781,2.63,1290.149756,8.5555002,85.1668,846.0,9.796,253.619,4951.7,3.55,2.65
1,348.993046,31.462751,25.11,-25.269,3.0927432,2.2215324,28695.1012159,12.6556708,174.0322539,926.3544365,11.5189,140.998,4713.98,4.56492,0.750341
1,330.795022,18.884242,29.579,-17.89,3.5247546,2.958,17803.0,16.3776,587.098,1371.0,7.1274,48.3016,6052.0,4.34258,1.19
0,281.676903,21.828321,97.43,-49.47,0.4378024,1.5315811,1462.5517623,1.4551234,211.8109673,972.9866029,12.0575,,3256.0,4.85874,0.365717
1,291.418127,38.672312,-28.726,-5.588,4.7267257,3.014,283.0,1.45952,333.088,1190.0,9.4087,95.9115,5655.0,4.50815,0.92
0,123.178216,-42.93501,1.084,-0.74,3.0432421,3.192,1622.0,11.9045,3620.18,2160.0,10.1356,869.555,8000.0,,3.59
1,284.05925,44.518373,-60.521,48.694,79.5839995,4.3996752,585.7148869,1.9748837,3.7628265,355.2207257,9.0638,63.9207,5391.0,4.61444,0.79137
1,288.902283,49.370408,3.714,-18.08,38.4787613,5.1869737,23972.8957136,12.5609376,0.4962968,214.0696563,13.2147,442.871,5439.49,4.59877,0.810043
1,285.930736,39.09812,5.045,-3.15,3.4130781,2.5787928,4017.8298399,5.5008027,304.4148279,1065.3350121,14.0672,658.924,5410.0,4.53617,0.865985
1,288.153973,44.068815,-4.087,-2.587,38.5835889,11.0403765,1501.2063653,6.8872276,76.5626552,754.4387662,11.7942,639.239,6373.72,4.05962,1.74231
1,285.679298,50.241484,-18.394,41.448,0.8374997,1.9640812,248.9571168,2.0046235,3684.5206378,1987.0783791,10.4767,185.506,5706.0,4.37,1.08974
0,133.145204,-50.008798,-9.31,8.328,0.82967,1.755,4744.55,20.1053,65023.4,4448.0,10.4708,618.602,6991.1,3.83,2.65
1,289.603838,46.31491,0.533,-9.1,8.0276821,2.9574257,11271.5765812,11.980977,161.117342,908.6681834,15.0277,1351.17,5368.0,4.30215,1.12772
1,295.486582,51.013524,4.172,6.655,28.5410557,10.6581231,1280.5898265,7.1843683,94.828344,795.8922782,11.2877,455.982,6197.21,4.08307,1.64162
1,292.50342,43.083219,7.462,14.509,7.9726644,2.5395549,3581.1493923,3.7927661,32.2210236,607.6515119,13.0702,232.75,4564.61,4.68645,0.637495
1,285.672903,44.116751,-0.774,4.19,6.2468813,9.0400019,516.1273113,15.6817806,324.7805755,1082.7227478,11.7971,1294.69,4643.39,4.438,6.3787198
1,284.635189,40.71983,1.132,-2.375,6.8834027,1.92,771.0,2.87691,87.7838,852.0,10.4081,228.439,6133.77,4.32058,1.23
0,122.272933,-37.06186,-3.067,4.052,4.3652608,1.976,1362.0,,1044.26,1583.0,10.2681,829.726,9156.5,,
1,292.606298,68.154592,-8.2,11.322,0.4489589,0.7637477,674.8277016,1.015263,258.7481981,1022.913907,13.1638,75.7664,3419.0,4.84756,0.377509
1,295.307525,38.881572,-5.822,-17.351,3.003901,3.8750477,10093.1737819,16.7208629,1512.6541471,1590.5768607,14.5855,1745.77,6052.0,4.1353,1.50633
1,299.614252,32.28717,-37.998,-346.561,10.9048392,1.5530648,4030.7760993,1.5489482,1.8239545,296.3966212,12.6396,32.0266,3272.0,4.99712,0.242121
1,288.688722,41.151108,0.97,-14.189,5.8599392,4.0842391,289.4487735,2.9189614,649.7355768,1287.6680247,10.593,303.728,6149.0,4.14765,1.5092
1,283.62826,48.390808,-10.822,-48.674,9.8786838,1.8852042,1728.7453821,2.1083189,6.7948733,411.7798487,12.1042,66.4074,3759.27,4.86726,0.460619
1,281.482473,47.207826,-41.143,-43.143,16.1455898,4.5431711,919.5336262,3.563467,19.5319797,536.1746979,10.8515,107.796,4816.0,4.59996,0.732995
1,281.194732,47.497261,-5.584,25.253,2.5080815,1.1724398,1292.7152523,2.6163105,223.5290118,986.1732636,12.1773,191.904,4715.0,4.57812,0.739515
1,310.448734,49.646899,158.442,44.404,0.8573727,0.5478598,2045.7091221,1.2465478,42.012202,649.3272227,12.2936,23.1008,3098.0,5.00721,0.235048
1,13.000916,34.728402,25.519,2.859,3.2573898,3.1400826,13770.1931364,12.3569361,554.7122128,1237.7606776,12.3396,401.319,5698.38,4.40322,1.0461299
1,5.166954,31.989973,-4.706,-3.237,2.5199146,3.7121363,12429.3724559,17.7001932,2121.5175266,1730.9375747,11.1355,393.072,6116.0,4.11132,1.56419
1,356.666714,31.155911,30.262,-5.852,4.304829,3.5311266,7531.4221197,13.8395402,925.4934848,1406.737585,11.5639,431.052,6001.0,4.12263,1.51284
1,4.52396,59.766198,-7.744,-1.659,4.0236805,3.71,8925.0,14.9702,606.797,1382.0,11.3864,364.715,5807.0,4.06406,1.57
1,359.151972,36.212956,-7.763,-8.484,2.5079177,3.0652269,6997.4591212,14.717643,2704.955558,1839.3305452,12.355,735.601,6207.39,4.03891,1.72725
0,331.313408,64.098143,-6.183,0.041,9.1099373,9.51,8817.0,13.5278,1223.52,,12.0471,507.236,6511.0,4.438,1.48
1,358.515134,37.021824,-5.189,-1.129,2.0319883,3.4937463,12273.0056923,17.7163979,2886.2922002,1869.4111277,12.489,705.981,6161.0,4.1171,1.56523
0,325.228645,55.06675,0.197,-7.928,9.0330414,5.965,227.0,7.35267,2661.86,2001.0,8.629,475.345,7527.0,,5.64
0,356.038387,26.42567,-7.384,-7.741,2.7218347,1.663,560.0,14.1545,616.895,1388.0,9.3185,365.845,4758.0,,5.53
1,33.131092,51.778775,-9.805,1.898,5.7238582,3.8545141,8682.2466029,11.6470757,434.1768781,1164.2236638,11.2791,313.576,6086.0,4.31517,1.23052
1,8.386256,61.860766,-0.489,4.045,5.7998626,5.684,2387.0,11.022,806.794,1484.0,11.6593,603.119,5852.0,3.64892,2.55
1,141.107854,5.766056,-20.471,-43.611,16.1798603,6.495,2249.0,7.89958,131.122,942.0,9.74179,205.924,5900.8,4.04,1.63
1,38.369165,56.025708,-3.252,0.052,1.7442831,2.1928372,7445.2479047,15.3898195,7630.771499,2383.7563437,11.9004,655.013,8039.0,4.31943,1.6008
1,31.042761,46.687851,-9.825,3.477,2.1499907,3.1026968,25640.8126075,20.6364944,1865.4537814,1676.1615458,10.7696,289.205,6340.0,4.33387,1.2630399
1,317.900139,68.402076,-2.426,-5.041,2.5761796,1.5879379,49904.2528728,12.1450869,45.3541068,661.8718403,13.2297,117.992,3628.0,4.73924,0.497905
0,21.805455,67.966855,13.207,-4.369,4.0158188,6.257,560.0,4.59761,4207.93,2243.0,10.3755,480.772,6950.0,3.78,2.64
1,51.657269,40.81727,10.37,-39.997,5.826731,4.571,1068.0,4.71778,1135.31,1617.0,9.3229,179.147,6305.0,4.11,1.62
0,355.433763,63.018844,14.989,2.322,8.503614,1.203,1590.0,10.2441,33.4398,669.0,10.244,425.467,6255.0,3.88,2.31
0,122.257466,-30.787939,-4.594,2.858,1.07242,1.996,632.189,22.0397,1909.78,1841.0,10.4029,1006.54,5001.6,,7.97
1,74.504382,48.300855,14.732,-43.776,2.6452121,3.0559836,10456.8418233,12.7803657,970.5163576,1423.5425881,11.8889,348.815,5596.0,4.24644,1.2406
1,66.248142,39.460602,14.403,-9.377,10.8614911,5.5511467,11069.1320347,9.5731365,79.7577939,762.1896249,11.0878,192.516,5663.55,4.53693,0.895095
1,68.846509,56.868269,-10.883,11.862,4.01357,4.1381202,8561.4394866,14.9544789,886.2336482,1391.5756101,12.1957,515.59,5679.0,4.07294,1.53012
1,56.337007,60.350917,-54.987,-4.789,7.4903271,5.800713,225.5988767,2.5277726,526.6956422,1221.8268955,7.4961,79.407,6111.67,4.08398,1.61211
1,56.337007,60.350917,-54.987,-4.789,12.5759948,6.529918,284.6855263,2.7981797,263.9394474,1028.0064164,7.4961,79.407,6111.67,4.08398,1.61211
0,133.238613,-57.940623,-19.274,-1.704,2.0034063,2.661,3372.0,30.4003,15162.9,3091.0,10.2688,431.861,6514.0,4.03,2.27
0,291.148444,67.527964,66.372,43.603,1.6290926,4.6315189,411.7525108,3.94559,2815.3764354,1857.8209989,8.92071,122.51,5658.0,4.08591,1.5037
0,121.009264,-26.165676,-4.369,6.26,2.1456324,2.1680096,1438.6746953,11.0288578,28811.4006979,3322.8508101,10.5259,921.917,9389.0,3.92,2.80165
1,110.735331,67.252657,6.907,24.031,3.691559,2.720758,16316.0231993,14.7244708,512.0234924,1213.2274319,10.7447,209.229,5720.0,4.37355,1.0878299
1,295.025662,46.955954,-1.908,-8.511,3.2687063,3.6398573,9692.5415934,15.0466879,1155.6463869,1487.0514371,14.3999,1523.0,6007.22,4.18781,1.40537
1,295.094957,43.537565,-4.263,-1.241,7.8864218,4.9429378,6241.5672443,12.4048291,358.1159257,1109.4957891,14.4952,1506.58,5597.0,4.04717,1.56051
1,288.848855,51.209038,31.935,-2.513,,9.3055095,3608.2663496,6.0762071,0.7995303,241.1728841,11.9363,298.532,5576.31,4.48425,0.940603
0,301.752501,50.34803,2.083,3.856,4.3724063,1.4148388,1642.1950326,10.7278887,2515.0175544,1806.1549461,11.7056,819.949,8096.0,4.28307,1.67777
1,265.370424,30.303776,-110.595,2.165,1.3888584,0.8267002,1372.5136834,0.9650619,31.5257386,604.3465776,12.4106,31.4566,3300.0,4.97775,0.256456
1,284.739116,49.598445,12.889,14.216,,2.2996357,2097.1164668,5.0218625,18.5331878,529.1847026,11.8216,334.797,5819.72,4.41305,1.0546401
1,290.420969,37.851656,25.284,-30.711,9.2866733,3.2593808,713.8494352,2.6996251,93.8814469,793.897973,11.3992,218.562,5511.0,4.50367,0.911823
1,285.615449,50.135771,6.003,4.672,3.2135636,4.3141611,654.7322821,4.1549554,1364.5815362,1550.1353571,11.7266,487.916,5772.0,4.04527,1.59521
1,298.635648,44.170939,-1.673,-0.74,4.7082414,3.7013817,10708.303583,15.2797869,363.7498778,1113.8339818,14.5892,1065.37,5490.0,4.3011,1.14715
0,284.022658,14.12202,-26.952,-49.861,,4.6672536,12855.6961211,5.1306856,0.674929,231.1714878,12.9805,76.6119,3476.0,4.81846,0.408956
0,117.671104,-6.494944,2.895,-8.173,3.0519843,2.868,892.0,12.1856,10790.5,2839.0,9.65609,310.559,6251.1,3.79,2.33
0,141.403549,3.661936,-25.891,2.717,1.3154261,2.121,285.0,2.42354,11290.9,2871.0,9.34567,181.94,6613.8,4.28,1.42
0,121.526219,-44.375085,-5.607,7.389,3.6649528,3.245,3865.0,16.4945,13611.8,3009.0,10.4989,437.969,7889.0,4.53,1.61
1,124.073681,-8.686581,-1.571,22.902,1.3328252,2.0496174,19240.1766706,15.3206915,1924.8044588,1689.3374258,10.8042,211.73,5595.4,4.4,1.0670201
0,310.577995,51.186495,-8.274,2.249,3.1256662,2.903,4065.0,,1434.05,1714.0,11.785,,4940.2,,
1,339.205083,16.827194,18.511,9.338,2.3927114,1.806,13405.0,14.5439,553.561,1351.0,10.5581,220.882,5967.0,4.34,1.17
0,341.854293,37.691036,3.999,-9.416,3.6534344,3.519,24705.0,20.7632,869.445,1512.0,11.5102,402.816,6364.0,4.3,1.32
0,128.475094,-20.940646,-50.781,-7.647,0.88501,1.622,820.279,6.77007,2010.85,1865.0,9.947331,255.901,5362.0,3.75,2.15
0,329.69363,22.952813,-3.167,-8.259,4.0938735,4.537,16964.0,20.6029,695.416,1430.0,12.266,546.747,5489.0,4.04,1.55
0,352.024332,23.749185,-6.761,-45.038,1.5801759,0.645,6187.0,9.31686,56.4235,763.0,12.95,320.803,4547.0,4.31,0.98
1,133.408689,-40.543701,-17.354,25.519,4.6616079,4.007,11972.0,19.1536,1329.63,1682.0,10.3015,360.408,7437.0,4.21,1.7
0,319.267299,33.138041,0.779,0.674,4.2005957,2.587,4448.0,11.3204,1013.24,1571.0,12.1566,950.289,7803.0,4.26,1.67
0,327.043547,23.112359,-13.051,-27.705,0.4916402,0.453,29113.0,11.7778,109.834,901.0,14.9131,221.034,3522.0,4.77,0.46
0,129.315369,-47.38349,-2.535,3.338,2.42232,2.873,5696.52,,197.858,1044.0,10.251,6149.76,2838.0,,
1,336.464302,15.856639,-13.626,-23.854,2.709631,3.282,10819.0,14.9972,1041.16,1582.0,12.1088,535.689,5838.0,4.12,1.47
0,292.031505,49.388635,0.468,5.103,6.1429164,4.475,3871.0,7.50153,592.787,1374.0,13.0091,869.253,6291.9,4.25,1.38
0,333.847555,46.302271,0.993,-1.698,2.7649802,1.659,3575.0,10.4307,1119.71,1611.0,11.8563,873.578,7776.0,4.2,1.78
0,355.780987,56.810046,-5.735,-0.823,1.4252334,1.673,6901.0,10.7664,1265.88,1661.0,12.4033,543.454,6033.0,4.23,1.35
0,114.050732,-48.063487,-1.2,5.2,1.8080364,2.892,1264.0,,12760.9,2960.0,10.1853,,5354.5,,
1,142.173446,-12.167165,35.872,-389.854,5.0988038,1.0252822,2925.8222433,3.0503381,19.827421,538.1908458,10.2139,33.0231,3633.0,4.80423,0.547453
0,355.540075,31.793315,49.441,-1.619,9.7712443,3.956,34227.0,15.2558,104.782,891.0,12.1134,243.593,5294.0,4.61,0.79
1,125.305054,-46.484296,-4.633,-17.577,6.4025295,3.9233956,3814.9508945,9.3002413,623.0276834,1274.2263616,8.5615,123.297,7056.0,4.33435,1.4072
1,355.950598,33.067236,14.046,-29.305,3.8553342,1.895,6624.0,4.94518,41.8646,708.0,12.6758,133.122,3909.0,4.65,0.6
0,148.720293,-23.332118,-20.119,7.542,7.574675,3.0847866,6208.0649305,13.4069567,516.8517446,1216.0774804,10.1913,275.377,6422.0,4.20608,1.4885499
1,74.552333,9.997979,-2.657,-4.996,2.7443216,3.42,10071.0,20.1852,5405.6,2388.0,9.3371,330.739,8730.0,4.19,1.97
0,2.950371,27.442815,23.292,14.009,5.6020298,1.893,6146.0,11.3612,89.7874,857.0,11.0999,328.625,5750.6,4.14,1.44
1,130.505638,3.710566,-2.856,0.984,4.786958,4.936,8390.0,18.0112,2320.18,1933.0,9.6129,341.263,7668.6,4.13,1.91
1,3.957914,13.557617,618.003,329.319,12.7614706,1.0497761,1215.2495801,0.9705763,1.9017251,299.5067987,10.1769,12.21,3376.0,4.9613,0.269427
